6,6,,6,7,6,6,6,6,6,6,6,6,21,6,1,31,,,,,31,,6,,,,31,21,5,,6,,25,31,6,1,,,,6,,,,,,,,,,,,8,6,,6,,6,6,6,27,4,6,6,31,,,6,6,,6,,31,6,31,31,6,,,6,,7,,,7,4,7,,,,,,7,,7,7,25,6,,6,,6,,,6,6,31,1,6,1,6,31,1,6,29,7,,7,1,,7,7,6,6,6,7,9,6,,,,6,,6,,,,,,6,,6,6,6,6,6
6,5,,6,31,6,6,6,6,6,6,6,6,21,6,6,31,,,,,,,6,,,,9,21,5,,6,,6,6,6,1,,,,,,,,6,,,,,,,,8,6,,6,,6,6,6,27,16,6,6,,,,6,6,,6,,6,6,31,31,6,,,6,,7,,,7,6,7,,,,,,25,,7,7,7,6,,6,,6,,,6,6,31,1,1,6,6,4,6,6,1,1,,6,1,,,7,1,1,6,7,9,6,,,,6,,6,,,,,,6,,6,6,6,6,6
6,5,,6,31,6,6,6,6,6,6,6,6,7,6,6,31,,,,,6,,6,,,,9,21,5,,21,,6,31,6,1,,,,,,,,7,,,,,,,,8,6,,6,6,6,6,6,27,29,6,6,,,,6,6,,6,,6,6,6,31,16,,,6,,7,,,7,25,,,7,,,,7,,7,1,25,6,,6,,6,,,6,6,1,1,1,6,6,25,6,6,1,1,,6,7,,,7,6,1,6,7,9,1,,,,6,,6,,,,,,6,,6,6,6,6,6
6,5,,6,,6,6,6,6,,6,6,6,7,6,6,1,,,,,6,,6,,,,16,21,21,,21,,6,6,6,1,,,,1,,,,6,,,,,,,,8,,,6,6,6,6,6,27,16,6,31,,,,31,6,,,,31,6,6,6,6,,,6,,25,,,7,4,,,7,,,,7,,7,8,25,7,,5,,6,,,6,6,1,9,1,6,6,7,6,6,7,1,,6,1,,,7,6,7,6,7,30,6,,31,,6,,6,,,,,,6,,6,6,6,6,6
6,5,,6,,6,21,6,6,,6,6,6,7,6,6,1,,,,,6,,6,,,,16,21,21,,21,,6,6,6,1,,,,1,,,,6,,,,,,,,8,,,6,,6,6,6,27,16,6,6,,,31,31,6,,6,,31,6,6,6,,,,6,,25,,,7,4,,,7,,,,9,,7,8,25,1,,5,,6,,,6,6,1,3,1,6,6,7,6,6,1,6,,6,1,,,1,6,6,6,7,1,6,,,,6,,6,,,,,,6,,6,6,6,6,6
1,5,,6,,6,,6,,6,6,6,6,7,6,6,1,,,,,,,6,,,,6,21,21,,21,,6,6,6,1,,,,7,,,,6,,,,,,,,8,,,6,,6,6,6,27,16,6,6,,,,31,6,,6,,31,6,6,31,,,,6,,25,,,7,4,,,7,,,,25,,25,8,25,1,,1,,6,,,6,6,1,3,6,1,7,7,6,6,1,1,,6,6,,,7,1,1,1,7,6,6,,,,6,,6,,,,,,6,,6,6,6,6,6
1,5,,6,,6,,6,,6,6,6,6,21,6,6,,,,,,,,6,,,,6,21,21,,21,,6,6,31,1,,,,1,,,,1,,,,,,,,8,,,6,,6,6,6,6,5,6,31,,,,6,4,,6,,31,6,31,31,,,,6,,25,,,7,25,,,7,,,,7,,25,8,25,1,,1,,6,,,6,6,1,3,6,1,6,27,6,6,7,1,,6,7,,,7,29,1,7,7,6,6,,,,6,,1,,,,,,1,,6,6,1,6,6
2,5,,6,,6,,6,,6,6,6,6,7,6,6,,,,,,,,31,,,,6,21,21,,21,,6,6,31,1,,,,,,,,1,,,,,,,,8,,,6,31,6,31,6,6,5,6,6,31,,,6,4,,6,,6,6,6,31,,,,6,,1,,,7,23,,,7,,,,7,,25,8,7,1,,7,,6,,,6,6,,3,6,6,6,27,6,1,7,7,,6,1,,,3,7,1,7,7,1,6,,,,6,,1,,,,,,6,,6,6,6,6,6
31,5,,6,6,6,,6,,6,6,6,6,21,6,6,,,,,,,,6,,,,6,21,21,,21,,,6,31,6,,,,,,,,1,,,,,,,,8,,,6,,6,6,6,6,5,6,6,,,,6,4,,6,,6,6,6,6,,,31,6,,29,,,7,23,,,7,,,,7,,8,8,7,6,,7,,6,,,6,1,,3,6,6,1,7,6,1,6,7,,1,1,,,3,1,6,23,7,6,6,,,,6,,1,,,,,,6,,6,6,6,6,6
31,5,,6,6,6,,21,,6,6,6,6,7,7,6,,,,,,,,6,,,,6,21,21,,6,,,1,31,6,,,,,,,,16,,,,,,,,8,,,6,,6,6,6,31,5,6,6,,,6,6,4,,6,,21,6,31,31,,,4,6,,25,,,7,25,,,7,,,,7,,7,8,25,6,,7,,9,,,1,1,,3,6,1,6,7,6,1,6,7,,21,1,,,7,7,1,23,7,6,6,31,,,6,,6,,,,,,6,,6,6,6,6,6
31,5,,6,31,6,,21,,6,6,6,6,21,6,21,,,,,,,,6,,,,6,,21,,6,,,1,1,6,,,,,,,,7,,,,,,,,8,,,6,,6,6,6,6,16,6,6,,,31,6,4,,6,,31,6,6,31,,,7,6,,25,,,7,30,,,2,,,,25,,8,25,25,7,,7,,9,,,1,6,,3,6,1,6,1,1,6,6,7,,7,1,,,7,1,1,23,7,7,1,,,,6,,6,,,,,,6,,6,6,6,6,6
6,31,,6,21,6,,21,,6,6,6,6,7,5,21,,,,,,,,6,,,,6,,21,,6,,,1,1,31,,,,,,,,7,,,,,,,,8,,,6,6,31,6,6,6,16,6,6,,,,6,4,,6,,21,6,31,6,,,31,6,,25,,,7,30,,,2,,,,31,,8,21,7,7,,4,,6,,,6,6,,3,1,1,6,27,6,6,6,7,,25,1,,,7,1,,9,7,1,1,,,,6,,6,,,,,,6,,6,6,6,6,6
1,,,6,6,6,,,,6,6,6,6,7,6,21,,,,,,,,6,,,,1,,5,,5,,,1,1,31,,,,,,,,,,,,,,,,8,,,6,6,6,6,6,6,5,31,6,,,,6,4,,6,,21,6,31,6,,16,31,6,,7,,,7,3,,,,,,,25,,8,7,7,25,,4,,6,,,6,6,,1,1,1,1,7,6,6,5,7,,29,6,,,7,7,,31,6,6,6,,,,6,,6,,,,,,1,,6,6,6,6,6
2,29,,6,6,6,,,,6,6,6,6,7,6,21,,,,,,,,6,,,,21,,5,,5,,,1,1,31,,,,,,,,7,,,,,,,,8,,,6,6,6,6,6,6,5,6,6,31,,,6,4,,,,21,6,21,31,,,,6,6,3,,,7,3,,,,,,,1,,8,7,30,6,,4,,6,,,6,6,,1,6,1,6,25,6,6,5,7,,29,1,,,7,7,,27,6,6,1,,31,,6,,6,,,,,,6,,6,6,6,6,6
6,6,,6,6,6,,,,6,6,6,6,21,6,21,,,,,,,,,,,,31,,5,,5,,,1,1,31,,,,6,,,,1,,,,,,,,24,,,6,6,6,6,6,6,5,6,6,31,,,6,4,,,,31,6,21,27,,,,6,6,3,,,7,3,,,,,,,25,,8,7,25,6,,4,,6,,,6,6,,1,6,1,6,25,6,1,7,1,,29,1,,,31,7,,7,6,6,6,,,,6,,6,,,,,,6,,6,6,6,6,6
6,6,,6,6,6,,,,6,6,6,6,6,6,21,,,,,,,,,,,,31,,5,,5,,,1,1,31,,,,6,,,,25,,,,,,,,1,,,6,6,6,6,6,31,5,6,6,,,,6,9,,,,21,31,6,27,,,,31,6,3,,,7,4,,,,,,,2,,8,7,7,7,,,,6,,,6,6,,1,6,1,1,25,6,1,6,7,,7,6,,,7,7,,7,6,1,6,,,,6,,6,,,,,,6,,6,6,6,6,6
,27,,6,6,6,,,,6,6,6,6,6,5,,,,,,,,,,,,,31,,5,,5,,,1,1,1,,,,6,,,,25,,,,,,,,5,,,6,6,6,6,6,31,25,6,6,,,,6,4,,,,21,31,6,27,,,,6,6,25,,,7,4,,,,,,,1,,8,7,7,7,,,,6,,,6,6,,6,6,1,1,7,6,1,1,7,,1,6,,,,7,,7,1,7,6,,,,6,,6,,,,,,6,,6,6,6,6,6
,27,,6,6,6,,,,6,6,6,6,6,6,,,,,,,,,,,,,6,,5,,5,,,1,1,1,,,,1,,,,30,,,,,,,,5,,,6,6,6,6,6,29,27,6,6,,,6,6,4,,,,31,6,6,31,,,,6,6,25,,,7,4,,,,,,,7,,8,7,7,25,,,,6,,,1,6,,1,1,1,6,4,6,1,6,7,,6,6,,,,1,,30,7,7,6,6,,,6,,6,,,,,,6,,1,6,6,6,6
,27,,6,6,6,,,,6,6,31,6,6,6,,,,,,,,,,,,,6,,5,,5,,,1,1,1,,,,1,,,,25,,,,,,,,7,,,6,29,6,6,6,21,27,6,6,,,6,6,25,,,,6,6,6,6,,,,6,,3,,,7,4,,,,,,,7,,7,21,7,25,,,,6,,,1,6,,1,6,1,6,31,6,1,6,1,,6,6,,,,1,,30,,7,6,6,,,1,,6,,,,,,6,,6,6,6,6,6
6,23,,6,6,6,,,,6,6,6,6,6,6,,,,,,,,,,,,,6,,5,,5,,,1,1,1,,,,31,,,,7,,,,,,,,7,,,6,29,6,6,6,21,5,6,6,,,31,6,4,,,,6,6,6,6,,,,6,,3,,,7,4,,,,,,,7,,7,7,7,25,,,,6,,,1,6,,,,6,6,31,6,1,1,1,,6,6,,,,1,,7,,,6,6,,,6,,6,,,,,,6,,6,6,6,6,1
6,23,,6,6,6,,,,6,6,31,6,6,6,,,,,,,,,,,,,31,,5,,5,,,31,1,6,,,,1,,,,7,,,,,,,,1,,,6,25,6,29,6,31,5,31,6,,,31,6,4,,,,6,6,6,31,,,,6,6,3,,,7,4,,,,,,,7,,7,7,7,6,,,,6,,,1,6,,,,6,6,25,6,29,1,1,,1,6,,,,1,,6,,,6,31,,,1,,6,,,,,,6,,6,6,6,6,6
6,20,,6,6,6,,,,6,6,6,6,6,7,,,,,,,,,,,,,21,,5,,5,,,1,1,6,,,,1,,,,7,,,,,,,,,,,6,,6,6,6,31,25,6,6,29,,31,31,4,,9,,29,6,6,31,,,31,6,6,3,,,7,25,,,,,,,7,,25,7,25,6,,,,6,,,6,6,,,,6,6,4,1,4,1,,,7,6,,,,1,,6,,,1,16,,,6,,6,,,,,,6,,6,6,6,6,6
2,20,,6,6,6,,,,6,6,31,6,6,6,,,,,,,,,,,,,21,,5,,21,,,6,1,6,,,,6,,,,7,,,,,,,,,,,6,,6,6,6,21,29,6,6,,29,6,6,4,,,,6,31,31,6,,,31,6,6,3,,,7,25,,,,,,,7,,7,7,7,7,,,,6,,,1,,,,,1,6,4,1,4,1,,,25,6,,,,1,,6,,,1,31,31,,6,,6,,,,,,6,,6,6,1,6,6
16,20,,6,7,6,,,,6,6,31,6,6,7,,,,,,,,,,,,,21,,5,,5,,,6,1,6,,,,6,,,,30,,,,,,,,,,,6,,6,6,6,21,16,6,6,,16,6,6,,,,,6,6,6,6,29,,27,6,6,3,,,7,25,,,,,,,7,,7,7,7,6,,,,6,,,1,,,,,1,6,4,1,4,1,,,25,6,,,,1,,6,,,7,,,,6,,1,,,,,,6,,6,1,1,6,6
16,20,,6,7,6,,,,27,6,31,6,6,7,,,,,,,,,,,,,31,,5,,5,,,6,1,6,,,,1,,,,25,,,,,,,,,,29,6,,6,31,6,29,27,6,6,,,27,6,,,,,29,6,31,31,31,,27,31,6,3,,,7,3,,,,,,,7,,7,7,7,25,,,,1,,,1,,,,,1,6,21,1,7,6,,,7,6,,,,1,,6,,,,6,,,6,31,1,,,,,,6,,6,1,1,6,6
16,20,,6,6,6,,,,31,6,6,6,6,6,,,,,,,,,,,,,31,,5,,5,,,1,1,6,,,,31,,,,25,,,,,,,,,,,6,,31,6,6,31,16,6,6,,,16,6,5,,,,6,6,6,31,,,27,31,6,3,,,7,3,,,,,,,25,,7,7,7,7,,,,6,,,1,,,,,1,6,7,6,1,6,,,7,6,,,,1,,6,,,,,,,6,31,1,,,,,,6,,6,6,1,6,6
6,20,,6,6,6,,,,,6,6,7,6,6,,,,,,,,,,,,,31,,5,,6,,,1,1,31,,,,1,,,,25,,,,,,,,,,,6,,6,6,6,31,16,6,6,,,27,6,5,,,,6,6,6,6,,,31,31,6,3,,,7,25,,,,,,,7,,7,25,7,7,,,,1,,,1,,,,,1,6,1,6,1,6,,,6,6,,,,6,,6,,,,,31,,6,6,1,,,,,,6,,6,6,1,6,6
6,20,,6,6,6,,,,31,6,6,7,6,6,,,,,,,,,,,,,31,,21,,29,,,6,1,31,,,,6,,,,25,,,,,,,,,,,6,,6,6,6,21,16,6,6,,,31,6,7,,,,6,6,6,6,,6,,31,6,3,,,7,3,,,,,,,7,,1,25,7,6,,,,6,,,1,,,,,1,6,30,1,6,6,,,6,6,,,,6,,6,,,,,,,6,6,6,,,,,,6,,6,6,6,6,6
6,20,,6,6,6,,,,31,6,6,5,5,6,,,,,,,,,,,,,31,,21,,21,,,6,1,1,,,,6,,,,7,,,,,,,,,,,16,,6,6,6,21,27,6,6,,,31,6,7,,,,6,6,31,6,,6,,6,6,3,,,25,3,,,,,,,7,,7,5,25,6,,,,6,,,1,,,,,1,6,21,1,1,6,,,6,6,,,,1,,6,,,,,,,6,31,6,,,,,,6,,6,1,6,6,6
6,26,,9,5,6,,,,31,6,6,24,6,6,,,,,,,,,,,,,,,21,,5,,,6,1,1,,,,6,,,,7,,,,,,,,,,,6,,31,6,6,31,29,6,6,,,16,6,7,,,,6,31,6,6,,6,,6,6,29,,,25,4,,,,,,,7,,7,7,5,7,,,,6,,,1,,,,,1,6,6,1,29,1,,,1,6,,,,1,,6,,,,,,,6,6,6,,,,,,1,,6,6,6,6,6
6,26,,9,5,6,,,,31,6,6,25,6,6,,,,,,,,,,,,,,,21,,21,,,6,6,1,,,,6,,,,31,,,,,,,,,,,6,,6,6,6,31,25,31,6,,,6,6,5,,,,31,31,31,6,6,6,,31,6,3,,,7,4,,,,,,,25,,7,8,5,1,,,,6,,,6,,,,,1,6,6,1,7,1,,,1,6,,,,1,,6,,,,,,,6,6,6,,,,,,1,,6,6,6,6,1
6,17,,9,5,6,,,,,6,6,16,6,6,,,,,,,,,,,,,,,21,,21,,,6,6,1,,,,7,,,,30,,,,,,,,,,,6,,6,6,6,31,27,6,31,,,6,31,4,,,,31,,6,6,6,6,,6,6,3,,,7,4,,,,,,,7,,7,8,5,7,,,,6,,,1,,,,,1,6,6,1,7,1,,,25,6,,,,7,,6,,,,31,,,6,6,6,,,,,,6,,6,6,6,6,6
6,27,,9,25,6,,,,,6,6,7,6,6,,,,,,,,,,,,,,,29,,5,,,31,1,1,,,,6,,,,30,,,,,,,,,,,29,6,6,31,6,31,27,6,6,,,6,6,4,,6,,6,,6,6,6,6,29,31,,3,,,7,4,,,,,,,7,,25,8,25,6,,,,6,,,6,,,,,1,6,6,6,6,6,,,25,6,,,,7,,6,,,,,31,,6,31,6,,,,,,6,,6,6,6,6,6
6,27,,,25,6,,,,,6,6,25,6,6,,,,,,,,,,,,,,,29,,19,,,31,1,1,,,,6,,,,25,,,,,,,,,,,6,,6,6,6,21,27,6,6,,,6,6,27,,6,,31,6,6,27,6,6,,31,,3,,,7,25,,,,,,,7,,25,8,25,6,,,,6,,,1,,,,,1,1,29,6,6,6,,,6,6,,,,7,,6,,,,,,,6,,31,,,,,,6,,6,6,7,6,6
6,20,,,1,6,,,,,6,6,7,6,6,,,,,,,,,,,,,,,29,,21,,,1,1,1,,,,6,,,,6,,,,,,,,,,,6,,6,6,6,21,27,6,6,,,6,6,27,,29,,31,31,6,27,6,6,,31,,3,,,7,25,,,,,,,7,,7,8,25,6,,,,6,,,6,,,,,1,1,25,6,1,6,,,6,6,,,,1,,6,,,,,31,,6,,1,,,,,,6,,7,1,6,6,6
6,20,,,31,6,,,,,6,6,7,6,6,,,,,,,,,,,,,,,21,,21,,,6,1,1,,,,6,,,,6,,,,,,,,,,,6,,31,6,6,21,25,9,6,,,6,6,4,,31,,31,,6,6,6,31,,31,,9,,,7,4,,,,,,,7,,7,8,25,6,,,,6,,,6,,,,,1,1,25,1,4,6,,,1,1,,,,1,,6,,,,,,,6,,6,,,,,,6,,7,6,6,6,6
6,20,,,7,6,,,,,6,6,7,6,21,,,,,,,,,,,,,,,21,,21,,,6,1,1,,,,6,,,,16,,,,,,,,,,6,6,,6,6,6,21,25,6,6,29,,6,6,4,,31,,31,6,6,6,6,6,,31,,9,,,7,4,,,,,,,7,,7,8,25,25,,,,6,,,6,,,,,1,1,25,1,4,6,,,1,1,,,,7,,6,,,,,,,6,,6,,,,,,6,,6,6,6,6,6
6,31,,,7,6,,,,,6,6,6,6,21,,,,,,,,,,,,,,,21,,21,,,31,1,1,,,,6,,,,7,,,,,,,,,,6,,,6,6,6,31,16,6,6,6,,6,31,4,,6,,6,6,6,6,6,6,,,,9,,,7,4,,,,,,,7,,7,8,7,7,,,,6,,,6,,,,,1,1,30,1,4,6,,,1,1,,,,7,,6,,,,,,,1,,6,,,,,,6,,6,6,6,6,6
6,31,,,31,6,,,,,31,6,6,6,21,,,,,,,,,,,,,,,21,,21,,,6,1,1,,,,7,,,,16,,,,,,,,,,6,,,6,6,6,31,16,6,,6,,6,31,4,,31,,31,,31,6,6,6,,,,9,,,7,29,,,,,,,7,,7,8,7,7,,,,6,,,6,,,,,1,1,25,1,30,1,,,25,6,,,,7,,1,,,,,,,1,,1,,,,,,6,,6,6,6,6,6
6,31,,,25,6,,,,,7,6,7,6,6,,,,,,,,,,,,,,,21,,21,,,6,1,1,,,,1,,,,25,,,,,,,,,,29,,,6,6,6,31,16,6,,6,,6,6,4,,,,6,,31,31,6,31,,5,,9,,,7,29,,,,,,,7,,7,8,25,7,,,,6,,,6,,,,,1,1,25,1,,1,,,7,6,,,,7,,1,,,,31,,,1,,6,,,,,,1,,6,1,6,6,6
2,6,,,31,6,,,,,7,6,7,6,21,,,,,,,,,,,,,,,21,,21,,,1,1,1,,,,1,,,,7,,,,,,,,,,29,,,31,6,6,21,27,31,,6,29,6,6,,,,,6,,6,31,6,,,6,6,9,,,25,4,,,,,,,7,,7,8,25,7,,,,6,,,1,,,,,1,6,7,1,,6,,,,6,,,,1,,1,,,,,,,6,,6,,,,,,31,,6,6,6,6,6
1,6,,,31,6,,,,,23,6,29,6,6,,,,,,,,,,,,,,,21,,,,,1,1,1,,,,6,,,,1,,,,,,,,,,6,,6,6,31,6,21,27,6,6,6,,6,31,,,,,6,6,6,31,6,,,6,6,9,,,7,4,,,,,,,7,,7,,21,25,,,,6,,,6,,,,,1,6,7,1,,6,,,,6,,,,7,,1,,,,6,,,6,31,6,,,,,,6,,6,1,6,6,6
,6,,,6,21,,,,,7,6,25,6,6,,,,,,,,,,,,,,,21,,5,,,1,1,1,,,,6,,,,1,,,,,,,,,,6,,6,6,31,6,29,27,6,6,6,,6,31,,,,,6,,31,31,6,,,6,6,9,,,7,4,,,,,,,7,,7,25,7,7,,,,6,,,6,,,,,1,6,7,1,,6,,,,1,,,,7,,,,,,6,,,6,31,6,,,,,,6,,6,6,6,6,6
1,31,,,6,21,,,,,7,6,7,6,6,,,,,,,,,,,,,,,21,,5,,,1,1,1,,,,1,,,,1,,,,,,,,,,6,,6,6,6,6,27,27,6,6,27,,6,6,,,6,,6,,31,31,6,,,6,6,9,,,7,25,,,,,,,7,,7,7,7,1,,,,6,,,6,,,,,1,6,7,1,,1,,,,7,,,,7,,,,,,6,31,,6,6,6,,,,,,6,,6,6,6,6,6
1,31,,,31,21,,,,,6,6,7,6,31,,,,,,,,,,,,,,,5,,5,,,1,1,1,,,,1,,,,25,,,,,,,,,,6,,,6,6,6,27,27,6,6,,,6,6,29,,6,,6,6,31,6,6,,,6,6,3,,,7,23,,,,,,,7,,25,7,7,7,,,,6,,,6,,,,,1,6,7,1,,6,,,,1,,,,7,,,,,,6,,,6,31,6,,,,,,6,,6,6,6,6,6
31,31,,,31,6,,,,,6,6,7,6,31,,,,,,,,,,,,,,,31,,5,,,6,1,1,,,,1,,,,31,,,,,,,,,,6,,,6,6,6,27,25,6,6,,,31,6,25,,,,6,6,6,6,6,,,31,6,3,,,7,4,,,,,,,7,,7,7,7,7,,,,6,,,6,,,,,1,1,7,1,,6,,,,6,,,,1,,6,,,,6,,,6,,6,,,,,,6,,6,6,6,6,6
31,29,,,31,6,,,,,6,6,7,6,6,,,,,,,,,,,,,,,31,,5,,,6,6,1,,,,1,,,,25,,,,,,,,,,6,,,6,6,31,27,16,6,6,31,,6,31,4,,,,6,31,6,31,6,,,6,31,31,,,7,4,,,,,,,7,,7,7,7,1,,,,6,,,6,,,,,1,6,1,1,,6,,,,6,,,,6,,6,,,,,,,6,,6,,,,,,6,,6,6,6,6,6
31,31,,,24,21,,,,,6,6,7,6,6,,,,,,,,,,,,,,,6,,5,,,1,6,1,,,,6,,,,1,,,,,,,,,,6,,,6,6,6,,5,6,,31,27,6,31,5,,,,6,6,16,6,6,,,6,,30,,,7,4,,,,,,,7,,7,7,7,21,,,,30,,,6,,,,,1,6,1,7,,6,,,,6,,,,6,,6,,,,,,,6,,6,,,,,,6,,6,6,6,6,6
31,31,,,7,6,,,,,6,6,3,6,6,,,,,,,,,,,,,,,21,,5,,,1,1,1,,,,1,,,,16,,,,,,,,,,6,,29,6,6,6,27,5,6,,,31,6,31,5,,,,31,,31,6,6,,,6,,31,,,7,4,,,,,,,7,,25,8,7,1,,,,,,,6,,,,,1,6,1,6,,6,,,,1,,,,6,,6,,,,,31,,6,,6,,,,,,6,,6,1,6,6,6
6,31,,,24,6,,,,,6,6,3,6,6,,,,,,,,,,,,,,,21,,1,,,1,,1,,,,1,,,,7,,,,,,,,,,6,,25,6,6,6,25,5,6,,,6,6,6,5,,,,31,6,6,6,6,,27,6,,9,,,7,4,,,,,,,7,,7,8,7,6,,,,,,,6,,,,,1,6,1,6,,1,,,,1,,,,6,,6,,,,6,,,6,31,6,,,,,,6,,1,6,6,6,6
6,31,,,24,6,,,,,6,6,5,6,6,,,,,,,,,,,,,,,21,,1,,,6,,1,,,,1,,,,7,,,,,,,,,,6,,25,6,29,6,7,27,6,31,,6,16,6,4,,31,,31,6,31,,31,6,,31,31,9,,,7,5,,,,,,,7,,7,8,7,7,,,,,,,1,,,,,1,6,1,1,,1,,,,1,,,,7,,6,,,,6,,,6,,6,,,,,,6,,7,6,6,6,6
6,31,,,24,31,,,,,6,6,5,6,6,,,,,,,,,,,,,,,5,,29,,,1,,1,,,,1,,,,16,,,,,,,,,,6,,,6,6,16,7,16,6,31,,6,,,4,,,,6,31,31,,,6,27,6,,16,,,7,4,,,,,,,7,,7,6,25,6,,,,,,,6,,,,,1,6,6,1,,1,,,,1,,,,7,,6,,,,6,,,6,,6,,,,,,6,,7,6,6,3,6
