4.083484573502722120e-02,6.884583059900380338e-03,2.494967357428507171e+00,1.537139655916539005e-01,2.444885314085856187e-01,9.831306037470222137e-02,0.000000000000000000e+00,7.259528130671506069e-03,-2.752509701195223002e+01,2.689305003170409325e+00,9.555377311144579444e-01,6.803014081085050346e-01,1.550326516381518027e-01,5.732501622166846778e-01,2.627510987244504603e-01,2.563861456181576459e-01,-1.009772600541576637e-01,1.948239937856189319e-01,-1.045842228965016413e-01,-5.385119651473160851e-02,5.452168021598808451e-02,7.755537534226493619e-04,4.723482581615367560e-05,5.371649278924421622e-02,7.292039488509035466e-04,3.411524819083208791e-03,3.491931135653184742e-04,1.798169738324811029e-01,2.356301663460428893e-05,4.499925379538590006e-04,2.670776076712040505e-03,7.623664264283602776e-02,1.751187825049035517e-04,5.212449856300421791e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.638709095549247527e-02,3.007607840220936524e+00,1.142982272510684183e-01,2.202382571871914774e-01,1.586584167618965494e-02,1.301488483531847325e-02,0.000000000000000000e+00,-2.814195209203069226e+01,2.162691909393134271e+00,7.623299572154578208e-01,8.977734986010912355e-01,3.362876357748844081e-01,4.457412302100955404e-01,3.151183537840914206e-01,1.610527211000768177e-01,1.740995866665199232e-01,1.008743526894202158e-01,2.398167312916941671e-02,3.078853448889090280e-02,-4.220743761927982229e-02,6.601775901636073739e-05,2.083389436985772666e-05,1.518518756266315581e-03,4.160658916366226167e-05,2.284289382448079122e-04,3.911728229070724687e-05,4.829685330480561478e-01,2.193694702881272547e-05,2.551810448921244028e-05,1.108659508415831663e-04,1.308721382492848912e-03,3.577897821345307246e-05,1.334005337964626337e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.326693737407000945e-02,3.155840725702249383e+00,9.946646841012347917e-02,2.086953544115193460e-01,9.971269192185392219e-03,6.715793776773039403e-02,0.000000000000000000e+00,-2.898756768619408319e+01,1.832201979735254893e+00,8.435299055172088556e-01,1.248552432520966704e+00,5.025377658930592073e-01,4.346091856051083613e-01,5.064307402033126904e-01,4.298966671170119658e-01,-1.000799347401311323e-01,-4.317152086781643819e-03,-2.485574317653818366e-01,-1.364938585999699305e-01,-7.041338626789737931e-02,1.844967740153193099e-05,5.103458120569511969e-06,3.935586747471597237e-03,8.732450047143559794e-06,3.447557503888960416e-05,2.666304456538651227e-05,4.858137413896119194e-01,1.823318943164039128e-06,1.250876485008411520e-05,1.052716251499782848e-05,5.789264415395724891e-04,6.093593019532440430e-06,1.341595762048548857e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.767747426470480374e-02,3.200220542247870448e+00,1.241390296113422109e-01,2.259349925650228352e-01,1.776201355737784884e-02,2.577927415904961769e-03,0.000000000000000000e+00,-2.787222663935374456e+01,1.896916420959524840e+00,2.404096941591259695e-01,1.100255259231199823e+00,6.469639722259928893e-01,2.737917284941371876e-01,1.671290135929509035e-01,-2.265580290244152972e-01,1.418653050228861900e-01,2.748414650147651961e-01,2.872303608377142492e-01,7.938438614790863102e-02,-1.218562763363741225e-01,9.082163516980656557e-05,1.964804049025516686e-05,2.231889867616317687e-03,9.073189601905877683e-05,4.731647389918630355e-05,1.484237802006749653e-05,4.864817183397184275e-01,1.259995524133965282e-05,1.452779923970658898e-04,1.828163755620594848e-04,2.154604023321716588e-03,5.062669699944618218e-05,1.343320718265357816e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.631578947368420907e-02,4.164670550843184091e-03,2.944948812936949878e+00,1.890701293216675294e-01,2.594922510763904566e-01,1.382283997513682194e-01,1.978001049562679581e-01,9.074410163339383453e-03,-2.884903726413507385e+01,1.676059936984391596e+00,8.482184901551174105e-01,1.163249048290657006e+00,5.315821792307769966e-01,7.044039365529031205e-01,4.668182758445132419e-01,1.914714516892871699e-01,2.306281574025624281e-01,3.083474053696633743e-01,3.140859014534488902e-01,1.705621117189558278e-01,-8.706222591883699957e-02,4.659413064722131570e-04,2.026705357656131718e-04,8.515693295003956553e-02,2.323046855510070932e-04,3.618827314186001134e-04,3.483223044897232334e-04,2.270787012662389415e-01,3.458848264779624268e-04,1.288142663927370696e-04,3.696556498102440626e-04,3.057131560690366356e-03,2.105093154832420152e-04,6.480859864775298518e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.081669691470054595e-02,1.301539213783809400e-02,2.224125731593903588e+00,1.449499916645096143e-01,2.396334315791654457e-01,5.448763590047651234e-02,1.196733785901857999e-02,3.629764065335753034e-03,-2.760820895766557825e+01,2.211679270060436853e+00,1.671818351836346084e-01,5.045726510471172377e-01,3.370438527180230071e-01,3.556150580840632403e-01,1.895438827085798306e-01,9.859958861818010623e-02,-1.955520159390261303e-01,-1.450807355931854892e-01,-2.458669893789710015e-01,-8.726727531080478995e-02,-2.117471027148969120e-01,2.398060667312753322e-04,3.434532793066633619e-05,9.659137820495289697e-03,2.060085185427685487e-04,1.426443871781468090e-03,2.117848940310875687e-04,3.522050642881180416e-01,2.597811418736690274e-05,2.226482071447655740e-04,2.382755709172431464e-04,1.437665755895125956e-02,1.920068322403123006e-04,9.677216603812560658e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.177858439201451821e-02,1.168913409700199531e-02,2.745017042180903921e+00,1.341657268441490969e-01,2.323036803781818038e-01,4.522009705825970338e-02,3.183658946927411110e-02,7.259528130671506069e-03,-2.805538293401843930e+01,2.658852397065203377e+00,1.056918815295803782e+00,1.070559967718285987e+00,2.875026825463715130e-01,4.304900338714306995e-01,5.079769148092914133e-01,3.983273604650838240e-01,5.641816616234120174e-02,2.181355914793369488e-01,-1.148307808385209822e-01,-2.548115422035167332e-02,2.595701855641999733e-01,2.562721215365319663e-04,5.730506310462086118e-05,2.124446870233984153e-02,1.337004616022251637e-04,1.135292221173004809e-03,1.002067366885127869e-04,3.288835480513753184e-01,1.016582490592272568e-04,2.633229464997651446e-04,4.338635148672516872e-04,4.212093703882241469e-02,5.485475050773490493e-05,9.009420271253287815e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.074410163339383453e-03,3.416612807119696893e-02,2.820750976892075546e+00,1.124937772826175159e-01,2.177907860913627924e-01,1.853456398495679711e-02,1.008610527324158429e-01,5.444646098003629552e-03,-2.731867220879444957e+01,2.424093685129268927e+00,8.053151115617046552e-01,9.386157244456664328e-01,2.048825056454577076e-01,4.756930343618343549e-01,4.173097580959169717e-01,1.200178171629936313e-01,-1.256199076841368889e-01,1.981779364925933262e-01,2.417682385940370451e-02,-5.160790948414509943e-02,6.641139840656787134e-03,6.908430980842920031e-05,9.815258142639441116e-06,7.666033253407108713e-03,4.743270141576558696e-05,7.787165732576941789e-04,6.388818321340960832e-05,4.641308758881408369e-01,1.664197712056381486e-05,4.930016926058339234e-05,1.820998809349507115e-04,4.343038075525325272e-04,3.159276141362950540e-05,1.280609085409447623e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.905626134301270300e-02,1.296413598923125757e-02,2.755050165414986374e+00,1.548476059734461840e-01,2.471817632714800594e-01,8.440276070843863443e-02,1.741923933673011210e-02,9.074410163339383453e-03,-2.673426850509932962e+01,2.527564581047813341e+00,4.288391844559270583e-01,7.762087878777252925e-01,2.400459708309223283e-01,4.019035705715053863e-01,3.665353722279582893e-01,3.168458932316243204e-01,-9.118752738289055693e-03,-1.430075782818283903e-01,1.376766783184693865e-01,-1.243054359176785917e-01,-1.452731277730248405e-01,5.498693454575790231e-04,1.149348878901096149e-04,5.601709960678707273e-02,6.900606410407633760e-04,1.674452148451186992e-03,6.663682475372057672e-04,2.878678963888871012e-01,8.497291889633537760e-05,1.996563243495619257e-04,4.023719747003772678e-04,4.844798666086933860e-03,3.452631381968550598e-04,7.938442839380090155e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.901996370235934902e-02,8.709879687825734101e-03,2.569923427258714366e+00,1.704334762074707910e-01,2.462968599113130874e-01,1.384047247981768369e-01,1.490957896020059931e-02,1.088929219600725910e-02,-2.651967351248278959e+01,2.446364896859761995e+00,2.024149670669594669e-01,5.832486122760663916e-01,3.270278311047714048e-01,1.652861567993144098e-01,-1.194507201770575316e-01,9.281770742191873536e-02,-7.928489196883178880e-02,-3.512189034505387719e-02,7.911030963095526392e-02,1.438200028549420084e-01,6.968314926555865818e-02,1.115510137629513584e-03,1.640906825624656017e-03,9.275495096134345197e-02,5.433116456606550300e-04,5.627372968826043105e-03,8.286052808652700054e-04,2.836072125938376431e-01,8.916072222323926885e-05,4.033904597552538857e-04,2.746126092951106656e-03,4.810870796428776304e-03,5.654129969995821221e-04,7.964493777915795936e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
